업소명,업종명,서비스대상구분,소재지도로명주소,객실수
알콩달콩,민박,내국인+외국인,충청남도 예산군 덕산면 수덕사로 759-10,3
스파휴먼밸리,민박,내국인+외국인,충청남도 예산군 덕산면 온천단지3로 42-8,4
M펜션,민박,내국인+외국인,충청남도 예산군 응봉면 예당관광로 252,3
나운리조트숲속동,민박,내국인+외국인,충청남도 예산군 덕산면 대치남길 15-1,5
가야산펜션,민박,내국인+외국인,충청남도 예산군 덕산면 남은들로 68,5
덕산오아시스,민박,내국인+외국인,충청남도 예산군 덕산면 대치남길 28,3
예당노블레스,민박,내국인+외국인,충청남도 예산군 응봉면 예당로 1127,3
제일민박,민박,내국인+외국인,충청남도 예산군 응봉면 입침이목길 49-23,3
좋은,민박,내국인+외국인,충청남도 예산군 응봉면 입침이목길 49-21,1
예당글로리아,민박,내국인+외국인,충청남도 예산군 대흥면 임존성길 64,6
숲의동화,민박,내국인+외국인,충청남도 예산군 덕산면 가야산로 442-11,1
호반팬션,민박,내국인+외국인,충청남도 예산군 대흥면 예당로 781-14,4
황토,민박,내국인+외국인,충청남도 예산군 덕산면 가루실길 123-5,4
오리장,민박,내국인+외국인,충청남도 예산군 대흥면 예당로 765,3
예촌사랑,민박,내국인+외국인,충청남도 예산군 응봉면 예당관광로 205,5
돌고래,민박,내국인+외국인,충청남도 예산군 응봉면 예당관광로 180,4
가야산노블레스,민박,내국인+외국인,충청남도 예산군 덕산면 남은들로 68,5
